X,Y,Target,Dataset,Data_Perspective
5.594574928283691,55.95349502563477,1.0,cars,RP
28.602895736694336,66.40230560302734,0.0,cars,RP
26.437334060668945,66.59404754638672,1.0,cars,RP
8.558661460876465,56.52604675292969,1.0,cars,RP
26.897390365600586,56.69572067260742,0.0,cars,RP
24.230640411376953,53.044029235839844,0.0,cars,RP
4.540658950805664,47.6216049194336,0.0,cars,RP
34.73299026489258,65.39813995361328,0.0,cars,RP
39.14743423461914,66.03633117675781,0.0,cars,RP
9.006698608398438,49.34510040283203,0.0,cars,RP
37.00754165649414,60.7056655883789,0.0,cars,RP
41.95319747924805,62.99774169921875,0.0,cars,RP
13.420987129211426,51.12483978271485,0.0,cars,RP
25.93705940246582,55.166893005371094,0.0,cars,RP
24.65625762939453,51.2391357421875,0.0,cars,RP
4.537399768829347,45.7602653503418,1.0,cars,RP
35.749942779541016,63.853782653808594,0.0,cars,RP
41.062782287597656,65.88041687011719,0.0,cars,RP
9.257875442504883,47.57562255859375,1.0,cars,RP
38.09729766845703,59.19036102294922,0.0,cars,RP
43.28005981445313,61.62540054321289,1.0,cars,RP
13.699121475219727,49.344581604003906,1.0,cars,RP
28.8315544128418,54.59782791137695,0.0,cars,RP
28.01336479187012,52.65213012695313,0.0,cars,RP
2.0418498516082764,46.44084167480469,0.0,cars,RP
31.51127624511719,59.84241485595703,0.0,cars,RP
33.40674591064453,61.70343017578125,0.0,cars,RP
7.508904457092285,51.05413818359375,1.0,cars,RP
33.39742660522461,57.95289993286133,0.0,cars,RP
34.97391891479492,56.44650268554688,1.0,cars,RP
11.617589950561525,52.59066009521485,1.0,cars,RP
26.65186309814453,57.1249885559082,0.0,cars,RP
23.753215789794922,53.081336975097656,0.0,cars,RP
4.9777259826660165,47.74088668823242,0.0,cars,RP
35.0750732421875,65.76639556884766,0.0,cars,RP
38.97432708740234,66.52481079101561,0.0,cars,RP
9.490988731384276,49.45656967163086,0.0,cars,RP
37.40604782104492,60.98918151855469,0.0,cars,RP
41.52901840209961,62.72010803222656,0.0,cars,RP
13.880751609802244,51.26119995117188,0.0,cars,RP
25.544597625732425,55.4795150756836,0.0,cars,RP
24.209627151489254,51.08015823364258,0.0,cars,RP
5.016304016113281,45.740882873535156,1.0,cars,RP
36.13739013671875,64.11733245849611,0.0,cars,RP
41.06710433959961,66.35106658935547,0.0,cars,RP
9.727131843566896,47.55620574951172,1.0,cars,RP
38.53567504882813,59.34590148925781,0.0,cars,RP
42.970252990722656,61.21702194213867,1.0,cars,RP
14.142024993896484,49.32038879394531,1.0,cars,RP
28.8396053314209,55.052146911621094,0.0,cars,RP
27.595874786376953,52.59457778930664,0.0,cars,RP
2.1715099811553955,46.86970901489258,1.0,cars,RP
31.339435577392575,60.25372695922852,0.0,cars,RP
33.16598129272461,62.06525421142578,1.0,cars,RP
7.8556251525878915,51.31447982788086,1.0,cars,RP
33.71573638916016,58.32223510742188,0.0,cars,RP
35.358131408691406,56.7158317565918,1.0,cars,RP
11.891853332519533,52.87730407714844,1.0,cars,RP
26.235820770263672,57.68931198120117,0.0,cars,RP
23.05181121826172,53.0895004272461,0.0,cars,RP
5.63900899887085,47.82665634155274,0.0,cars,RP
35.57256317138672,66.28805541992189,0.0,cars,RP
38.772552490234375,67.21887969970703,0.0,cars,RP
10.176427841186523,49.55947494506836,0.0,cars,RP
38.00542449951172,61.354347229003906,0.0,cars,RP
40.98751831054688,62.2943229675293,0.0,cars,RP
14.556306838989258,51.41656112670898,0.0,cars,RP
24.98439979553223,55.95068740844727,0.0,cars,RP
23.537376403808594,50.88788223266602,0.0,cars,RP
5.725350379943848,45.72691345214844,1.0,cars,RP
36.69776916503906,64.53754425048828,0.0,cars,RP
41.04708099365234,67.06429290771484,1.0,cars,RP
10.433860778808594,47.57466506958008,1.0,cars,RP
39.17871475219727,59.58813858032226,0.0,cars,RP
42.50689697265625,60.65837860107422,1.0,cars,RP
14.83796215057373,49.33940887451172,1.0,cars,RP
28.94839859008789,55.7015495300293,0.0,cars,RP
26.986238479614254,52.49184799194336,0.0,cars,RP
2.283517599105835,47.51567840576172,1.0,cars,RP
31.016002655029297,60.85121154785156,0.0,cars,RP
32.764759063720696,62.61401748657226,1.0,cars,RP
8.361218452453612,51.72430419921875,1.0,cars,RP
34.20550537109375,58.82246017456055,0.0,cars,RP
35.91790008544922,57.11095809936523,1.0,cars,RP
12.326055526733398,53.33955383300781,1.0,cars,RP
25.949665069580078,58.07159805297852,0.0,cars,RP
22.60218811035156,53.08650588989258,0.0,cars,RP
6.080659866333008,47.84651184082031,0.0,cars,RP
35.88424301147461,66.65589904785156,0.0,cars,RP
38.65472030639648,67.67406463623047,0.0,cars,RP
10.64707088470459,49.57045364379883,0.0,cars,RP
38.40967178344727,61.59558868408203,0.0,cars,RP
40.66634750366211,62.01676559448242,0.0,cars,RP
15.049250602722168,51.47480392456055,0.0,cars,RP
24.616830825805664,56.2856330871582,0.0,cars,RP
23.09032821655273,50.76632308959961,0.0,cars,RP
6.200686931610107,45.7138671875,1.0,cars,RP
37.04197692871094,64.8265380859375,0.0,cars,RP
41.02264404296875,67.54621124267578,1.0,cars,RP
10.912988662719727,47.5816535949707,1.0,cars,RP
39.60598754882813,59.71642303466797,0.0,cars,RP
42.21739959716797,60.29227066040039,1.0,cars,RP
15.31509780883789,49.35658645629883,1.0,cars,RP
29.04033088684082,56.14461135864258,0.0,cars,RP
26.637393951416016,52.42485809326172,0.0,cars,RP
2.351606130599976,47.94402694702149,1.0,cars,RP
30.78697967529297,61.24422836303711,0.0,cars,RP
32.51226806640625,62.95089340209961,1.0,cars,RP
8.678539276123049,51.99821472167969,1.0,cars,RP
34.532546997070305,59.14348220825195,0.0,cars,RP
36.25126266479492,57.34074020385742,1.0,cars,RP
12.626344680786133,53.64968490600586,1.0,cars,RP
-42.04509353637695,-20.275341033935547,0.0,cars,RP
-35.5795783996582,-22.65230369567871,0.0,cars,RP
-14.658153533935547,6.9405884742736825,0.0,cars,RP
-29.60045051574707,-14.351675987243652,0.0,cars,RP
-28.76623344421387,-20.080209732055664,0.0,cars,RP
-5.4644694328308105,9.500070571899414,0.0,cars,RP
-22.231916427612305,-13.57690143585205,0.0,cars,RP
-21.256311416625977,-19.131696701049805,0.0,cars,RP
-9.631670951843262,8.240740776062013,0.0,cars,RP
-40.07426071166992,-21.80454444885254,0.0,cars,RP
-37.565616607666016,-23.140737533569336,0.0,cars,RP
-15.221935272216795,5.01216983795166,0.0,cars,RP
-29.21353912353516,-16.710010528564453,0.0,cars,RP
-29.34167289733887,-22.018728256225586,0.0,cars,RP
-5.154702186584473,7.090422630310059,0.0,cars,RP
-22.90658950805664,-15.801980972290039,0.0,cars,RP
-23.12484741210937,-18.666461944580078,0.0,cars,RP
-9.28544807434082,6.022297382354736,0.0,cars,RP
-38.867671966552734,-18.126949310302734,0.0,cars,RP
-36.56917953491211,-19.198537826538086,0.0,cars,RP
-14.851542472839355,9.788354873657227,0.0,cars,RP
-32.909576416015625,-16.481117248535153,0.0,cars,RP
-32.380138397216804,-19.50578498840332,0.0,cars,RP
-7.785691738128662,12.867709159851074,0.0,cars,RP
-19.98502349853516,-15.117728233337402,0.0,cars,RP
-19.83116340637207,-17.266277313232422,0.0,cars,RP
-10.801349639892578,12.051108360290527,0.0,cars,RP
-42.19924545288086,-20.681087493896484,0.0,cars,RP
-35.42868423461914,-23.08041763305664,0.0,cars,RP
-14.1707181930542,6.851242065429688,0.0,cars,RP
-29.153045654296875,-14.33767318725586,0.0,cars,RP
-28.30756378173828,-20.098690032958984,0.0,cars,RP
-5.036178112030028,9.53095531463623,0.0,cars,RP
-22.60883712768555,-13.383716583251953,0.0,cars,RP
-21.26417350769043,-19.600954055786133,0.0,cars,RP
-9.19466781616211,8.298612594604492,0.0,cars,RP
-40.32551574707031,-22.20420837402344,0.0,cars,RP
-37.50656127929688,-23.649248123168945,0.0,cars,RP
-14.74223518371582,4.853374481201172,0.0,cars,RP
-28.771900177001953,-16.619224548339847,0.0,cars,RP
-28.82488441467285,-22.10824203491211,0.0,cars,RP
-4.737139225006104,7.158584117889403,0.0,cars,RP
-23.3270206451416,-15.63249969482422,0.0,cars,RP
-23.29289436340332,-19.136625289916992,0.0,cars,RP
-8.836868286132812,6.04766321182251,0.0,cars,RP
-39.13458251953125,-18.50425338745117,0.0,cars,RP
-36.609371185302734,-19.66248321533203,0.0,cars,RP
-14.398255348205565,9.727198600769043,0.0,cars,RP
-32.49079132080078,-16.314085006713867,0.0,cars,RP
-31.93205070495605,-19.458377838134766,0.0,cars,RP
-7.412844181060791,12.634124755859375,0.0,cars,RP
-19.79515838623047,-14.760017395019533,0.0,cars,RP
-19.452516555786133,-17.470561981201172,0.0,cars,RP
-10.468392372131348,11.768301010131836,0.0,cars,RP
-42.50909423828125,-21.330759048461914,0.0,cars,RP
-35.21037292480469,-23.76484489440918,0.0,cars,RP
-13.434226036071776,6.683779239654541,0.0,cars,RP
-28.42541313171387,-14.285313606262207,0.0,cars,RP
-27.590579986572266,-20.19256591796875,0.0,cars,RP
-4.324758529663087,9.578200340270996,0.0,cars,RP
-23.252582550048828,-13.106374740600586,0.0,cars,RP
-21.327964782714844,-20.314950942993164,0.0,cars,RP
-8.505656242370605,8.364469528198242,0.0,cars,RP
-40.72417831420898,-22.79608154296875,0.0,cars,RP
-37.384071350097656,-24.352792739868164,0.0,cars,RP
-14.019720077514648,4.651880264282227,0.0,cars,RP
-28.073545455932614,-16.469093322753903,0.0,cars,RP
-28.072275161743164,-22.220252990722656,0.0,cars,RP
-4.049606800079347,7.28562068939209,0.0,cars,RP
-23.96852684020996,-15.350762367248535,0.0,cars,RP
-23.45817565917969,-19.847841262817386,0.0,cars,RP
-8.140028953552246,6.093596935272218,0.0,cars,RP
-39.49833297729492,-19.04338264465332,0.0,cars,RP
-36.70201110839844,-20.30088996887207,0.0,cars,RP
-13.73304271697998,9.63969898223877,0.0,cars,RP
-31.874103546142575,-16.047676086425778,0.0,cars,RP
-31.277286529541016,-19.354976654052734,0.0,cars,RP
-6.818216800689697,12.312629699707033,0.0,cars,RP
-19.49517250061035,-14.185696601867676,0.0,cars,RP
-18.87416076660156,-17.801931381225586,0.0,cars,RP
-9.972040176391602,11.329618453979492,0.0,cars,RP
-42.71654510498047,-21.74437713623047,0.0,cars,RP
-35.073379516601555,-24.204477310180664,0.0,cars,RP
-12.983715057373047,6.549428939819336,0.0,cars,RP
-27.96013832092285,-14.248729705810547,0.0,cars,RP
-27.13112068176269,-20.286813735961914,0.0,cars,RP
-3.857093334197998,9.587218284606934,0.0,cars,RP
-23.66639518737793,-12.944982528686525,0.0,cars,RP
-21.39640617370605,-20.78211784362793,0.0,cars,RP
-8.069604873657228,8.375567436218263,0.0,cars,RP
-41.00490951538086,-23.19930076599121,0.0,cars,RP
-37.27873611450195,-24.842205047607425,0.0,cars,RP
-13.519805908203125,4.533703804016113,0.0,cars,RP
-27.600994110107425,-16.343498229980472,0.0,cars,RP
-27.52803611755371,-22.27789306640625,0.0,cars,RP
-3.57909631729126,7.383748054504394,0.0,cars,RP
-24.387481689453125,-15.1408052444458,0.0,cars,RP
-23.544776916503906,-20.360387802124023,0.0,cars,RP
-7.6879634857177725,6.1160664558410645,0.0,cars,RP
-39.71896743774414,-19.37933921813965,0.0,cars,RP
-36.76046752929688,-20.679767608642575,0.0,cars,RP
-13.285704612731935,9.560750961303713,0.0,cars,RP
-31.500741958618164,-15.868648529052734,0.0,cars,RP
-30.87918472290039,-19.269229888916016,0.0,cars,RP
-6.4097838401794425,12.143611907958984,0.0,cars,RP
-19.31125259399414,-13.799851417541506,0.0,cars,RP
-18.501808166503906,-18.026451110839844,0.0,cars,RP
-9.629714965820312,11.059977531433104,0.0,cars,RP
13.228385925292967,-13.32628059387207,0.0,cars,RP
15.554694175720215,-12.779573440551758,0.0,cars,RP
13.240302085876465,-1.4892141819000244,0.0,cars,RP
24.231130599975586,-18.172697067260746,0.0,cars,RP
24.168569564819336,-12.576375007629395,0.0,cars,RP
19.340007781982425,-1.0362859964370728,0.0,cars,RP
32.25650405883789,-15.21711254119873,0.0,cars,RP
29.56499290466309,-10.658944129943848,0.0,cars,RP
25.17942047119141,-1.8349442481994631,0.0,cars,RP
13.800310134887695,-15.21883773803711,0.0,cars,RP
16.412803649902347,-14.545580863952635,0.0,cars,RP
13.825488090515135,-3.2601735591888428,1.0,cars,RP
22.84277153015137,-16.719526290893555,0.0,cars,RP
22.60265922546387,-14.073795318603516,0.0,cars,RP
19.167898178100586,-3.1376862525939937,1.0,cars,RP
30.32661437988281,-14.666150093078613,0.0,cars,RP
28.620119094848636,-12.450199127197266,1.0,cars,RP
24.901857376098636,-4.121291160583496,1.0,cars,RP
13.19269561767578,-18.552061080932614,0.0,cars,RP
15.4258394241333,-18.250259399414066,0.0,cars,RP
10.16719913482666,-0.8835424184799194,0.0,cars,RP
26.67936706542969,-17.904020309448242,0.0,cars,RP
26.06759834289551,-15.62700653076172,0.0,cars,RP
19.27079963684082,1.5213946104049685,1.0,cars,RP
34.219837188720696,-13.33216667175293,0.0,cars,RP
32.630409240722656,-11.733317375183105,1.0,cars,RP
24.88919258117676,1.4870225191116333,1.0,cars,RP
12.747791290283205,-13.392491340637207,0.0,cars,RP
15.923288345336914,-12.481837272644045,0.0,cars,RP
13.66360855102539,-1.2337970733642578,0.0,cars,RP
23.9968376159668,-18.57921600341797,0.0,cars,RP
23.91130065917969,-12.205223083496096,0.0,cars,RP
19.81607818603516,-1.0628657341003418,0.0,cars,RP
32.26092529296875,-15.69532299041748,0.0,cars,RP
29.1804313659668,-10.412586212158203,0.0,cars,RP
24.74630546569824,-1.7583208084106443,0.0,cars,RP
13.330405235290527,-15.281633377075195,0.0,cars,RP
16.839244842529293,-14.341654777526855,0.0,cars,RP
14.281225204467773,-3.1595532894134517,1.0,cars,RP
22.54718971252441,-17.038019180297848,0.0,cars,RP
22.369770050048828,-13.715439796447756,0.0,cars,RP
19.61114501953125,-3.1885294914245605,1.0,cars,RP
30.245098114013672,-15.100555419921875,0.0,cars,RP
28.236703872680664,-12.21100616455078,1.0,cars,RP
24.48062896728516,-4.0236873626708975,1.0,cars,RP
12.829358100891113,-18.247303009033203,0.0,cars,RP
15.596529006958008,-17.835538864135742,0.0,cars,RP
10.528491973876953,-0.6207463145256042,1.0,cars,RP
26.61284637451172,-18.321006774902344,0.0,cars,RP
25.747987747192386,-15.370102882385256,1.0,cars,RP
19.70555305480957,1.515454888343811,1.0,cars,RP
34.28932571411133,-13.755478858947756,0.0,cars,RP
32.22709274291992,-11.824830055236815,1.0,cars,RP
24.490413665771484,1.3751202821731567,1.0,cars,RP
12.038873672485352,-13.552523612976074,0.0,cars,RP
16.507699966430664,-12.078792572021484,0.0,cars,RP
14.310763359069824,-0.9237771034240724,0.0,cars,RP
23.61787414550781,-19.17177963256836,0.0,cars,RP
23.507028579711914,-11.635295867919922,0.0,cars,RP
20.526031494140625,-1.1175587177276611,0.0,cars,RP
32.21998977661133,-16.392637252807614,0.0,cars,RP
28.56700325012207,-10.055091857910156,0.0,cars,RP
24.07648277282715,-1.6730805635452268,0.0,cars,RP
12.605348587036133,-15.357536315917967,0.0,cars,RP
17.4498291015625,-13.993390083312988,0.0,cars,RP
14.957616806030273,-2.962294578552246,1.0,cars,RP
22.096830368041992,-17.576265335083008,0.0,cars,RP
21.98558235168457,-13.149150848388672,1.0,cars,RP
20.302913665771484,-3.2619533538818364,1.0,cars,RP
30.15166473388672,-15.796446800231935,0.0,cars,RP
27.657344818115234,-11.811447143554688,1.0,cars,RP
23.81028938293457,-3.880681753158569,1.0,cars,RP
12.255547523498535,-17.886327743530273,0.0,cars,RP
15.921074867248535,-17.272480010986328,0.0,cars,RP
11.019807815551758,-0.1957650035619736,1.0,cars,RP
26.54169845581055,-18.98959732055664,0.0,cars,RP
25.266986846923828,-14.962890625,1.0,cars,RP
20.379192352294922,1.5343124866485596,1.0,cars,RP
34.47625732421875,-14.388235092163086,0.0,cars,RP
31.62300109863281,-11.974411010742188,1.0,cars,RP
23.868610382080078,1.2248913049697876,1.0,cars,RP
11.562569618225098,-13.683670043945312,0.0,cars,RP
16.898466110229492,-11.817692756652832,0.0,cars,RP
14.75744915008545,-0.7448315620422363,0.0,cars,RP
23.334800720214844,-19.558223724365234,0.0,cars,RP
23.21874809265137,-11.245182991027832,0.0,cars,RP
20.9858341217041,-1.169691801071167,0.0,cars,RP
32.15573883056641,-16.87240982055664,0.0,cars,RP
28.124481201171875,-9.810704231262207,0.0,cars,RP
23.63299369812012,-1.638315200805664,0.0,cars,RP
12.06995677947998,-15.374950408935547,0.0,cars,RP
17.868152618408203,-13.70718479156494,0.0,cars,RP
15.411428451538086,-2.803929328918457,1.0,cars,RP
21.80265998840332,-17.97355842590332,0.0,cars,RP
21.733638763427734,-12.714406967163086,1.0,cars,RP
20.75482177734375,-3.301305294036865,1.0,cars,RP
30.12021827697754,-16.297082901000973,0.0,cars,RP
27.260351181030273,-11.483305931091307,1.0,cars,RP
23.37140846252441,-3.7848775386810303,1.0,cars,RP
11.835166931152346,-17.643552780151367,0.0,cars,RP
16.166229248046875,-16.945966720581055,0.0,cars,RP
11.345902442932127,0.11019650846719742,1.0,cars,RP
26.48394775390625,-19.447877883911133,0.0,cars,RP
24.98263931274414,-14.704787254333494,1.0,cars,RP
20.81773376464844,1.536963701248169,1.0,cars,RP
34.63084030151367,-14.832576751708984,0.0,cars,RP
31.249868392944336,-12.076156616210938,1.0,cars,RP
23.46694564819336,1.121885061264038,1.0,cars,RP
-52.26919555664063,-9.757058143615724,0.0,cars,RP
-53.442359924316406,-4.0367817878723145,0.0,cars,RP
-33.11620330810547,24.777589797973636,0.0,cars,RP
-54.111900329589844,8.82210922241211,0.0,cars,RP
-55.44289779663086,3.664204597473145,0.0,cars,RP
-37.58745956420898,27.91909599304199,0.0,cars,RP
-46.0426139831543,4.91039514541626,0.0,cars,RP
-49.79292297363281,0.7444090247154236,0.0,cars,RP
-40.852237701416016,32.814498901367195,0.0,cars,RP
-53.40870666503906,-7.897453308105469,0.0,cars,RP
-54.55432510375977,-5.565649509429932,0.0,cars,RP
-34.06112670898437,23.003522872924805,1.0,cars,RP
-55.7059211730957,7.543224811553955,0.0,cars,RP
-56.44058609008789,1.9490203857421875,0.0,cars,RP
-38.8740348815918,26.200275421142575,1.0,cars,RP
-47.46394729614258,3.3614580631256104,0.0,cars,RP
-51.36250305175781,-0.271010160446167,1.0,cars,RP
-41.776649475097656,30.93962287902832,1.0,cars,RP
-49.22881698608398,-7.7752275466918945,0.0,cars,RP
-49.54984664916992,-5.158185958862305,0.0,cars,RP
-30.75494384765625,26.083972930908203,0.0,cars,RP
-51.47919082641602,7.2417945861816415,0.0,cars,RP
-52.7961540222168,4.427791118621826,0.0,cars,RP
-34.86623001098633,29.53062629699707,1.0,cars,RP
-44.49575805664063,1.2882405519485474,0.0,cars,RP
-46.89580154418945,-0.7875767946243286,1.0,cars,RP
-37.985816955566406,32.37656021118164,1.0,cars,RP
-52.70661163330078,-9.88318157196045,0.0,cars,RP
-53.82318878173828,-3.740732908248901,0.0,cars,RP
-33.525901794433594,25.080305099487305,0.0,cars,RP
-54.27259063720703,9.258403778076172,0.0,cars,RP
-55.80586242675781,4.0288119316101065,0.0,cars,RP
-37.9570541381836,28.209156036376953,0.0,cars,RP
-46.38530349731445,5.211515426635742,0.0,cars,RP
-49.97613906860352,1.2069438695907593,0.0,cars,RP
-41.16401672363281,33.128868103027344,0.0,cars,RP
-53.84031295776367,-8.064166069030763,0.0,cars,RP
-55.01971054077149,-5.3959317207336435,0.0,cars,RP
-34.49545669555664,23.19824028015137,1.0,cars,RP
-55.98191833496094,7.8807640075683585,0.0,cars,RP
-56.83583068847656,2.2325968742370605,0.0,cars,RP
-39.23442840576172,26.452104568481445,1.0,cars,RP
-47.78429794311523,3.6664965152740483,0.0,cars,RP
-51.64404296875,0.11085064709186554,1.0,cars,RP
-42.13732147216797,31.148345947265625,1.0,cars,RP
-49.69972610473633,-7.8115153312683105,0.0,cars,RP
-50.02984619140625,-5.08213996887207,0.0,cars,RP
-31.051931381225586,26.4583683013916,1.0,cars,RP
-51.60853958129883,7.669719219207764,0.0,cars,RP
-53.04679870605469,4.774659156799316,1.0,cars,RP
-35.22504425048828,29.770591735839844,1.0,cars,RP
-44.65268325805664,1.728740930557251,0.0,cars,RP
-47.0645866394043,-0.36783599853515625,1.0,cars,RP
-38.13450241088867,32.74884796142578,1.0,cars,RP
-53.38571548461914,-10.133467674255373,0.0,cars,RP
-54.438720703125,-3.329167127609253,0.0,cars,RP
-34.135536193847656,25.48737335205078,0.0,cars,RP
-54.57124328613281,9.904403686523438,0.0,cars,RP
-56.3883056640625,4.504815101623535,0.0,cars,RP
-38.54533767700195,28.62239646911621,0.0,cars,RP
-46.93343353271485,5.702599048614503,0.0,cars,RP
-50.3104362487793,1.8551266193389893,0.0,cars,RP
-41.69424057006836,33.580821990966804,0.0,cars,RP
-54.51451873779297,-8.357401847839355,0.0,cars,RP
-55.675270080566406,-5.089841365814209,0.0,cars,RP
-35.15078353881836,23.52304267883301,1.0,cars,RP
-56.403724670410156,8.460199356079103,0.0,cars,RP
-57.4428596496582,2.678884029388428,1.0,cars,RP
-39.82215118408203,26.887004852294922,1.0,cars,RP
-48.3017578125,4.184978008270264,0.0,cars,RP
-52.05049514770508,0.7149126529693604,1.0,cars,RP
-42.74179458618164,31.52199363708496,1.0,cars,RP
-50.359046936035156,-7.838408946990968,0.0,cars,RP
-50.69965744018555,-4.994268894195557,0.0,cars,RP
-31.47402763366699,27.004972457885746,1.0,cars,RP
-51.72408676147461,8.334763526916504,0.0,cars,RP
-53.43264389038086,5.303720474243164,1.0,cars,RP
-35.76191329956055,30.14751434326172,1.0,cars,RP
-44.83499145507813,2.3778648376464844,0.0,cars,RP
-47.28511047363281,0.2615417540073395,1.0,cars,RP
-38.36906433105469,33.35561370849609,1.0,cars,RP
-53.85173034667969,-10.299208641052246,0.0,cars,RP
-54.85560989379883,-3.073327779769897,0.0,cars,RP
-34.53945159912109,25.71884155273437,0.0,cars,RP
-54.79547882080078,10.328554153442383,0.0,cars,RP
-56.8243179321289,4.780576229095459,0.0,cars,RP
-38.96430587768555,28.860862731933594,0.0,cars,RP
-47.30679321289063,6.035062789916992,0.0,cars,RP
-50.56829452514648,2.271067380905152,0.0,cars,RP
-42.07149505615234,33.855308532714844,0.0,cars,RP
-54.96986389160156,-8.56879997253418,0.0,cars,RP
-56.11346054077149,-4.855860233306885,0.0,cars,RP
-35.57821655273437,23.752960205078125,1.0,cars,RP
-56.670494079589844,8.877152442932129,0.0,cars,RP
-57.86764144897461,3.0030879974365234,1.0,cars,RP
-40.2041244506836,27.183917999267575,1.0,cars,RP
-48.62632369995117,4.564881324768066,0.0,cars,RP
-52.30139923095703,1.1286404132843018,1.0,cars,RP
-43.13230895996094,31.78362846374512,1.0,cars,RP
-50.79034042358398,-7.827721118927003,0.0,cars,RP
-51.10897827148438,-4.933547496795653,0.0,cars,RP
-31.774213790893555,27.370450973510746,1.0,cars,RP
-51.77446746826172,8.804242134094238,0.0,cars,RP
-53.69655227661133,5.635490894317628,1.0,cars,RP
-36.120521545410156,30.39159965515137,1.0,cars,RP
-44.91549301147461,2.802530288696289,0.0,cars,RP
-47.41424560546875,0.6693784594535828,1.0,cars,RP
-38.53494644165039,33.76996612548828,1.0,cars,RP
-46.095741271972656,-13.819411277770994,0.0,cars,RP
-43.086669921875,-12.807958602905273,0.0,cars,RP
-20.50102996826172,9.264514923095703,0.0,cars,RP
-36.58090591430664,-7.341712474822997,0.0,cars,RP
-38.842628479003906,-10.161358833312988,0.0,cars,RP
-16.2177734375,18.149559020996094,0.0,cars,RP
-31.571203231811523,-5.310910701751709,0.0,cars,RP
-29.20307922363281,-5.2030110359191895,0.0,cars,RP
-20.479692459106445,21.122329711914066,0.0,cars,RP
-44.85478591918945,-15.303300857543945,0.0,cars,RP
-42.697513580322266,-14.769770622253418,0.0,cars,RP
-19.98785972595215,7.135373592376709,1.0,cars,RP
-35.19655990600586,-9.40887451171875,0.0,cars,RP
-37.543067932128906,-12.062049865722654,0.0,cars,RP
-14.724969863891602,16.589500427246097,1.0,cars,RP
-30.97397041320801,-7.1969547271728525,0.0,cars,RP
-28.7039737701416,-7.389118671417236,1.0,cars,RP
-20.949115753173828,19.154003143310547,1.0,cars,RP
-46.21221160888672,-11.166959762573242,0.0,cars,RP
-44.19536972045898,-10.596869468688963,0.0,cars,RP
-19.134063720703125,11.932092666625975,0.0,cars,RP
-39.340553283691406,-4.072221279144287,0.0,cars,RP
-40.88083267211914,-6.627901077270508,0.0,cars,RP
-17.6310977935791,14.950111389160154,1.0,cars,RP
-33.95116806030273,-2.302542924880981,0.0,cars,RP
-31.833667755126953,-2.203925132751465,1.0,cars,RP
-20.84303855895996,15.749601364135742,1.0,cars,RP
-46.52009963989258,-14.110982894897461,0.0,cars,RP
-42.61120223999024,-12.729988098144533,0.0,cars,RP
-20.046592712402344,9.290363311767578,0.0,cars,RP
-36.14931869506836,-7.277148723602295,0.0,cars,RP
-38.42618179321289,-9.982959747314453,0.0,cars,RP
-15.907782554626465,18.49551773071289,0.0,cars,RP
-31.98867607116699,-5.4628005027771,0.0,cars,RP
-28.75463676452637,-5.233327865600586,0.0,cars,RP
-19.97519874572754,21.13252830505371,0.0,cars,RP
-45.10890197753906,-15.750689506530762,0.0,cars,RP
-42.21404647827149,-14.870406150817873,0.0,cars,RP
-19.502145767211914,7.156224250793457,1.0,cars,RP
-34.78533935546875,-9.573230743408203,0.0,cars,RP
-37.03881454467773,-12.030412673950195,0.0,cars,RP
-14.392894744873047,16.8436279296875,1.0,cars,RP
-31.09665489196777,-7.62250280380249,0.0,cars,RP
-28.329914093017575,-7.652320861816406,1.0,cars,RP
-20.48326301574707,19.137935638427734,1.0,cars,RP
-46.65851593017578,-11.072554588317873,0.0,cars,RP
-44.18932723999024,-10.168335914611816,0.0,cars,RP
-18.67635154724121,11.81704807281494,1.0,cars,RP
-38.87469482421875,-4.067731857299806,0.0,cars,RP
-40.44611740112305,-6.690258979797362,1.0,cars,RP
-17.213945388793945,15.079471588134766,1.0,cars,RP
-34.388107299804695,-2.3263514041900635,0.0,cars,RP
-31.41130256652832,-2.2840425968170166,1.0,cars,RP
-20.54012489318848,16.063720703125,1.0,cars,RP
-47.1134262084961,-14.564552307128904,0.0,cars,RP
-41.9039421081543,-12.632221221923828,0.0,cars,RP
-19.33704948425293,9.293182373046877,0.0,cars,RP
-35.50278854370117,-7.14540958404541,0.0,cars,RP
-37.81230163574219,-9.737221717834473,0.0,cars,RP
-15.411110877990724,19.01320075988769,0.0,cars,RP
-32.6163330078125,-5.6928157806396475,0.0,cars,RP
-28.05986213684082,-5.263086318969727,0.0,cars,RP
-19.22665405273437,21.103656768798828,0.0,cars,RP
-45.52902221679688,-16.346784591674805,0.0,cars,RP
-41.51405334472656,-14.929698944091795,0.0,cars,RP
-18.7825927734375,7.224364280700684,1.0,cars,RP
-34.174861907958984,-9.877755165100098,0.0,cars,RP
-36.33044815063477,-12.045891761779785,1.0,cars,RP
-13.866537094116213,17.295207977294922,1.0,cars,RP
-31.199188232421875,-8.29511547088623,0.0,cars,RP
-27.77338409423828,-8.033981323242188,1.0,cars,RP
-19.733810424804688,19.11875534057617,1.0,cars,RP
-47.31587600708008,-11.008163452148438,0.0,cars,RP
-44.20978164672852,-9.508077621459961,0.0,cars,RP
-18.015979766845703,11.624642372131348,1.0,cars,RP
-38.19768142700195,-4.047004699707031,0.0,cars,RP
-39.78827667236328,-6.793665409088135,1.0,cars,RP
-16.570125579833984,15.170949935913086,1.0,cars,RP
